name,code,population
Muntele Cacovei,CJ,177
Muntele Filii,CJ,40
Muntele Sacelului,CJ,94
Sacel,CJ,453
Belis,CJ,600
Balcesti,CJ,160
Dealu Botii,CJ,62
Giurcuta de Jos,CJ,0
Giurcuta de Sus,CJ,215
Poiana Horea,CJ,457
Smida,CJ,52
Bobalna,CJ,588
Antas,CJ,44
Babdiu,CJ,264
Blidaresti,CJ,22
Cremenea,CJ,123
Maia,CJ,201
Osorhel,CJ,113
Pruni,CJ,81
Razbuneni,CJ,294
Suaras,CJ,176
Valcelele,CJ,145
Bontida,CJ,2573
Coasta,CJ,216
Rascruci,CJ,1522
Tauseni,CJ,136
Borsa,CJ,1586
Borsa-Catun,CJ,77
Borsa-Crestaia,CJ,2
Ciumafaia,CJ,190
Giula,CJ,264
Buza,CJ,1296
Rotunda,CJ,210
Caianu,CJ,588
Barai,CJ,370
Caianu Mic,CJ,191
Caianu-Vama,CJ,285
Vaida-Camaras,CJ,1044
Valeni,CJ,222
Calarasi,CJ,1089
Bogata,CJ,1283
Calarasi-Gara,CJ,382
Calatele,CJ,1236
Calata,CJ,495
Dealu Negru,CJ,506
Finciu,CJ,214
Valeni,CJ,455
Camarasu,CJ,1385
Naoiu,CJ,571
Samboleni,CJ,749
Capusu Mare,CJ,940
Agarbiciu,CJ,564
Balcesti,CJ,114
Capusu Mic,CJ,907
Dangau Mare,CJ,382
Dangau Mic,CJ,327
Dumbrava,CJ,419
Paniceni,CJ,413
Straja,CJ,112
Caseiu,CJ,1389
Comorata,CJ,21
Coplean,CJ,435
Custura,CJ,51
Garbau Dejului,CJ,307
Guga,CJ,344
Leurda,CJ,145
Rugasesti,CJ,1086
Salatruc,CJ,76
Urisor,CJ,913
Catina,CJ,941
Copru,CJ,163
Feldioara,CJ,628
Hagau,CJ,268
Hodaie,CJ,153
Valea Calda,CJ,180
Ceanu Mare,CJ,1113
Andici,CJ,0
Boian,CJ,810
Boldut,CJ,813
Ciurgau,CJ,78
Dosu Napului,CJ,159
Fanate,CJ,144
Hodai Boian,CJ,202
Iacobeni,CJ,783
Mortesti,CJ,11
Starcu,CJ,17
Strucut,CJ,211
Valea lui Cati,CJ,131
Chinteni,CJ,1022
Deusu,CJ,284
Feiurdeni,CJ,320
Macicasu,CJ,316
Padureni,CJ,104
Satu Lung,CJ,129
Salistea Veche,CJ,77
Sanmartin,CJ,249
Vechea,CJ,566
Chiuiesti,CJ,1714
Dosu Bricii,CJ,30
Huta,CJ,168
Magoaja,CJ,452
Strambu,CJ,497
Valea Caseielului,CJ,84
Valea lui Opris,CJ,98
Ciucea,CJ,1396
Bucea,CJ,823
Negreni,CJ,1855
Prelucele,CJ,144
Vanatori,CJ,545
Ciurila,CJ,233
Filea de Jos,CJ,301
Filea de Sus,CJ,237
Padureni,CJ,186
Prunis,CJ,147
Salicea,CJ,326
Saliste,CJ,150
Sutu,CJ,145
Catcau,CJ,1547
Muncel,CJ,277
Salisca,CJ,593
Cojocna,CJ,2427
Boj-Catun,CJ,147
Boju,CJ,631
Cara,CJ,700
Huci,CJ,175
Iuriu de Campie,CJ,421
Moristi,CJ,21
Straja,CJ,41
Cornesti,CJ,301
Barlea,CJ,244
Igritia,CJ,80
Lujerdiu,CJ,442
Morau,CJ,96
Stoiana,CJ,180
Tiocu de Jos,CJ,191
Tiocu de Sus,CJ,164
Tioltiur,CJ,269
Dabaca,CJ,915
Luna de Jos,CJ,828
Paglisa,CJ,182
Feleacu,CJ,1849
Casele Micesti,CJ,0
Gheorghieni,CJ,1226
Saradis,CJ,102
Valcele,CJ,939
Fizesu Gherlii,CJ,1431
Bont,CJ,392
Lunca Bontului,CJ,0
Nicula,CJ,543
Sacalaia,CJ,253
Floresti,CJ,3876
Luna de Sus,CJ,2015
Tauti,CJ,197
Frata,CJ,1773
Berchiesu,CJ,787
Oas,CJ,124
Olariu,CJ,198
Padurea Iacobeni,CJ,44
Poiana Fratii,CJ,284
Razoare,CJ,28
Soporu de Campie,CJ,1356
Geaca,CJ,682
Chiris,CJ,117
Lacu,CJ,353
Legii,CJ,209
Puini,CJ,127
Sucutard,CJ,396
Gilau,CJ,5719
Somesu Cald,CJ,574
Somesu Rece,CJ,1673
Garbau,CJ,763
Cornesti,CJ,169
Nadaselu,CJ,383
Vistea,CJ,885
Turea,CJ,582
Iara,CJ,2113
Agris,CJ,608
Borzesti,CJ,107
Buru,CJ,280
Cacova Ierii,CJ,592
Fagetu Ierii,CJ,346
Lungesti,CJ,71
Masca,CJ,247
Magura Ierii,CJ,96
Ocolisel,CJ,219
Surduc,CJ,391
Valea Agrisului,CJ,26
Valea Vadului,CJ,94
Iclod,CJ,1809
Fundatura,CJ,716
Iclozel,CJ,205
Livada,CJ,890
Orman,CJ,798
Izvoru Crisului,CJ,1013
Nadasu,CJ,355
Nearsova,CJ,204
Saula,CJ,208
Jucu de Sus,CJ,1495
Gadalin,CJ,766
Juc-Herghelie,CJ,420
Jucu de Mijloc,CJ,697
Visea,CJ,647
Luna,CJ,2482
Gligoresti,CJ,532
Luncani,CJ,1362
Maguri-Racatau,CJ,889
Maguri,CJ,1033
Muntele Rece,CJ,645
Manastireni,CJ,780
Ardeova,CJ,123
Bedeciu,CJ,766
Bica,CJ,120
Dretea,CJ,155
Manasturu Romanesc,CJ,283
Margau,CJ,608
Bociu,CJ,137
Buteni,CJ,88
Ciuleni,CJ,122
Rachitele,CJ,909
Scrind-Frasinet,CJ,248
Marisel,CJ,1951
Mintiu Gherlii,CJ,1392
Bunesti,CJ,903
Nima,CJ,773
Padurenii,CJ,152
Petresti,CJ,252
Salatiu,CJ,221
Mociu,CJ,1649
Boteni,CJ,326
Chesau,CJ,419
Criseni,CJ,328
Falca,CJ,12
Ghirisu Roman,CJ,408
Rosieni,CJ,230
Turmasi,CJ,61
Zorenii de Vale,CJ,295
Moldovenesti,CJ,1286
Badeni,CJ,755
Pietroasa,CJ,176
Plaiesti,CJ,585
Podeni,CJ,859
Stejeris,CJ,237
Palatca,CJ,888
Bagaciu,CJ,90
Muresenii de Campie,CJ,147
Petea,CJ,222
Sava,CJ,283
Panticeu,CJ,752
Catalina,CJ,105
Cublesu Somesan,CJ,527
Darja,CJ,259
Sarata,CJ,374
Petrestii de Jos,CJ,811
Craesti,CJ,254
Deleni,CJ,317
Livada,CJ,253
Petrestii de Mijloc,CJ,193
Petrestii de Sus,CJ,119
Plaiuri,CJ,219
Ploscos,CJ,401
Crairat,CJ,116
Lobodas,CJ,58
Valea Florilor,CJ,287
Poieni,CJ,1250
Bologa,CJ,764
Cerbesti,CJ,42
Hodisu,CJ,604
Lunca Visagului,CJ,363
Morlaca,CJ,1014
Tranisu,CJ,596
Valea Draganului,CJ,1790
Recea-Cristur,CJ,567
Caprioara,CJ,164
Ciubanca,CJ,173
Ciubancuta,CJ,196
Elciu,CJ,227
Escu,CJ,104
Jurca,CJ,81
Osoi,CJ,224
Pustuta,CJ,76
Risca,CJ,1233
Dealu Mare,CJ,419
Lapustesti,CJ,135
Marcesti,CJ,322
Sacuieu,CJ,666
Rogojel,CJ,870
Visagu,CJ,481
Savadisla,CJ,1117
Finisel,CJ,849
Hasdate,CJ,653
Lita,CJ,333
Liteni,CJ,522
Stolna,CJ,255
Valisoara,CJ,135
Vlaha,CJ,913
Sic,CJ,3189
Sancraiu,CJ,1259
Alunisu,CJ,210
Braisoru,CJ,166
Domosu,CJ,245
Horlacea,CJ,173
Sanmartin,CJ,296
Ceaba,CJ,313
Cutca,CJ,576
Diviciorii Mari,CJ,267
Diviciorii Mici,CJ,134
Mahal,CJ,138
Samboieni,CJ,256
Targusor,CJ,126
Sanpaul,CJ,823
Berindu,CJ,544
Mihaiesti,CJ,312
Sumurducu,CJ,137
Sardu,CJ,556
Topa Mica,CJ,321
Suatu,CJ,1629
Aruncuta,CJ,473
Damburile,CJ,121
Tritenii de Jos,CJ,1645
Clapa,CJ,118
Colonia,CJ,519
Padureni,CJ,1428
Tritenii de Sus,CJ,1272
Tritenii-Hotar,CJ,376
Tureni,CJ,1022
Ceanu Mic,CJ,546
Comsesti,CJ,236
Martinesti,CJ,371
Micesti,CJ,560
Taga,CJ,882
Nasal,CJ,541
Santejude,CJ,227
Santejude Vale,CJ,114
Santioana,CJ,549
Unguras,CJ,2038
Batin,CJ,944
Darot,CJ,57
Sicfa,CJ,22
Valea Ungurasului,CJ,288
Vad,CJ,393
Bogata de Jos,CJ,367
Bogata de Sus,CJ,306
Calna,CJ,178
Cetan,CJ,555
Curtuiusu Dejului,CJ,196
Valea Grosilor,CJ,291
Valea Ierii,CJ,856
Cerc,CJ,177
Plopi,CJ,139
Viisoara,CJ,4847
Urca,CJ,1156
Vultureni,CJ,494
Babutiu,CJ,212
Badesti,CJ,181
Chidea,CJ,225
Faureni,CJ,296
Soimeni,CJ,450
Constanta,CT,346867
Mamaia,CT,0
Palazu Mare,CT,3714
Eforie Sud,CT,4718
Eforie Nord,CT,4598
Mangalia,CT,43960
Navodari,CT,31746
Mamaia-Sat,CT,0
Techirghiol,CT,6872
Sanatoriul Agigea,CT,618
Statiunea Zoologica Marina Agigea,CT,13
Lazu,CT,542
23-Aug,CT,2247
Dulcesti,CT,1315
Mosneni,CT,1266
Limanu,CT,1703
Hagieni,CT,139
2 Mai,CT,1881
Vama Veche,CT,115
Ovidiu,CT,11921
Lumina,CT,4776
Poiana,CT,670
Tuzla,CT,5769
Costinesti,CT,751
Schitu,CT,1255
Cernavoda,CT,22043
Harsova,CT,10154
Vadu Oii,CT,240
Medgidia,CT,45162
Remus Opreanu,CT,264
Valea Dacilor,CT,1231
Adamclisi,CT,1230
Abrud,CT,129
Hateg,CT,29
Urluia,CT,333
Zorile,CT,661
Albesti,CT,1252
Arsa,CT,607
Coroana,CT,154
Cotu Vaii,CT,958
Vartop,CT,291
Aliman,CT,770
Dunareni,CT,1649
Floriile,CT,132
Vlahii,CT,572
Baneasa,CT,3583
Faurei,CT,878
Negureni,CT,758
Tudor Vladimirescu,CT,41
Castelu,CT,2537
Cuza Voda,CT,2742
Nisipari,CT,1678
Cerchezu,CT,590
Cascioarele,CT,296
Magura,CT,149
Viroaga,CT,562
Chirnogeni,CT,1897
Credinta,CT,311
Plopeni,CT,1236
Ciobanu,CT,3307
Miorita,CT,414
Ciocarlia,CT,1650
Ciocarlia de Sus,CT,1232
Cobadin,CT,6234
Conacu,CT,365
Curcani,CT,0
Negresti,CT,588
Viisoara,CT,1575
Cogealac,CT,3452
Fantanele,CT,1679
Gura Dobrogei,CT,166
Ramnicu de Jos,CT,676
Ramnicu de Sus,CT,114
Tariverde,CT,1152
Comana,CT,901
Casicea,CT,494
General Scarisoreanu,CT,955
Pelinu,CT,318
Tataru,CT,643
Corbu,CT,3559
Luminita,CT,55
Vadu,CT,640
Crucea,CT,1184
Baltagesti,CT,508
Crisan,CT,467
Galbiori,CT,276
Stupina,CT,790
Siriu,CT,297
Cumpana,CT,7409
Baraganu,CT,948
Potarnichea,CT,428
Straja,CT,0
Deleni,CT,376
Petrosani,CT,636
Pietreni,CT,1061
Sipotele,CT,565
Dobromir,CT,671
Cetatea,CT,255
Dobromiru din Deal,CT,397
Lespezi,CT,345
Padureni,CT,164
Valeni,CT,496
Garliciu,CT,1924
Horia,CT,761
Closca,CT,141
Ghindaresti,CT,2865
Tichilesti,CT,454
Independenta,CT,1300
Dumbraveni,CT,469
Fantana Mare,CT,361
Furnica,CT,86
Movila Verde,CT,612
Olteni,CT,487
Tufani,CT,422
Ion Corvin,CT,536
Brebeni,CT,45
Crangu,CT,176
Raristea,CT,300
Viile,CT,1028
Istria,CT,1272
Nuntasi,CT,1144
Lipnita,CT,1196
Canlia,CT,651
Carvan,CT,522
Coslugea,CT,860
Cuiugiuc,CT,232
Goruni,CT,159
Izvoarele,CT,181
Mereni,CT,1157
Ciobanita,CT,365
Lanurile,CT,885
Miristea,CT,35
Osmancea,CT,599
Mihail Kogalniceanu,CT,7808
Oituz,CT,565
Palazu Mic,CT,311
Piatra,CT,1319
Sibioara,CT,412
Mihai Viteazu,CT,1755
Sinoie,CT,1265
Mircea Voda,CT,1772
Faclia,CT,1188
Gherghina,CT,25
Saligny,CT,730
Satu Nou,CT,2319
Stefan cel Mare,CT,464
Tibrinu,CT,105
Murfatlar,CT,9728
Siminoc,CT,1014
Negru Voda,CT,4521
Darabani,CT,659
Graniceru,CT,0
Valcelele,CT,278
Nicolae Balcescu,CT,3406
Dorobantu,CT,1674
Dropia,CT,94
Oltina,CT,2114
Razoarele,CT,646
Satu Nou,CT,347
Strunga,CT,18
Ostrov,CT,3163
Almalau,CT,981
Bugeac,CT,272
Esechioi,CT,352
Galita,CT,629
Garlita,CT,321
Pantelimon,CT,712
Calugareni,CT,107
Nistoresti,CT,254
Pantelimon de Jos,CT,265
Runcu,CT,449
Vulturu,CT,745
Pecineaga,CT,2470
Vanatori,CT,182
Pestera,CT,1821
Ivrinezu Mare,CT,509
Ivrinezu Mic,CT,420
Izvoru Mare,CT,680
Veteranu,CT,24
Poarta Alba,CT,3412
Nazarcea,CT,800
Rasova,CT,2765
Cochirleni,CT,1262
Saraiu,CT,892
Dulgheru,CT,531
Stejaru,CT,40
Sacele,CT,2025
Traian,CT,58
Seimeni,CT,514
Dunarea,CT,771
Seimenii Mici,CT,860
Silistea,CT,676
Tortoman,CT,1513
Tepes Voda,CT,797
Targusor,CT,1402
Casian,CT,27
Cheia,CT,372
Gradina,CT,854
Mireasa,CT,341
Topalu,CT,1942
Capidava,CT,98
Topraisar,CT,3227
Amzacea,CT,1300
Biruinta,CT,597
Movilita,CT,766
Valu lui Traian,CT,7354
Olimp,CT,0
Neptun,CT,0
Jupiter,CT,0
Cap Aurora,CT,0
Venus,CT,0
Saturn,CT,0
Agigea,CT,3438
Sfantu  Gheorghe,CV,67220
Chilieni,CV,642
Coseni,CV,497
Baraolt,CV,6483
Biborteni,CV,825
Bodos,CV,435
Capeni,CV,1213
Miclosoara,CV,541
Racosul de Sus,CV,996
Covasna,CV,12064
Chiurus,CV,451
Comandau,CV,1120
Intorsura Buzaului,CV,6513
Bradet,CV,783
Floroaia,CV,1148
Scradoasa,CV,182
Barcani,CV,2391
Ladauti,CV,732
Saramas,CV,696
Valea Mare,CV,1132
Sita Buzaului,CV,3593
Crasna,CV,585
Merisor,CV,0
Zabratau,CV,640
Targu Secuiesc,CV,21304
Lunga,CV,1608
Aita Mare,CV,960
Aita Medie,CV,864
Batanii Mari,CV,1863
Aita Seaca,CV,883
Batanii Mici,CV,557
Herculian,CV,1047
Ozunca-Bai,CV,55
Belin,CV,1482
Belin-Vale,CV,1013
Bodoc,CV,1332
Olteni,CV,608
Zalan,CV,626
Borosneu Mare,CV,1442
Borosneu Mic,CV,389
Dobolii de Sus,CV,211
Let,CV,655
Tufalau,CV,201
Valea Mica,CV,27
Brates,CV,641
Pachia,CV,335
Telechia,CV,641
Bradut,CV,992
Doboseni,CV,1409
Filia,CV,1312
Talisoara,CV,773
Bretcu,CV,2840
Martanus,CV,848
Oituz,CV,399
Catalina,CV,1435
Hatuica,CV,415
Imeni,CV,287
Martineni,CV,644
Marcusa,CV,624
Cernat,CV,3403
Albis,CV,434
Icafalau,CV,306
Chichis,CV,1067
Bacel,CV,660
Dobarlau,CV,1089
Lunca Marcusului,CV,458
Marcus,CV,476
Valea Dobarlaului,CV,353
Ghelinta,CV,4380
Harale,CV,274
Ghidfalau,CV,1113
Anghelus,CV,681
Fotos,CV,380
Zoltan,CV,380
Haghig,CV,1622
Iaras,CV,480
Ilieni,CV,996
Dobolii de Jos,CV,573
Sancraiu,CV,280
Lemnia,CV,2145
Lutoasa,CV,512
Mereni,CV,970
Micfalau,CV,1975
Bixad,CV,1883
Malnas,CV,600
Malnas-Bai,CV,486
Valea Zalanului,CV,189
Moacsa,CV,932
Dalnic,CV,1045
Padureni,CV,342
Ojdula,CV,3262
Hilib,CV,317
Ozun,CV,2714
Bicfalau,CV,429
Lisnau,CV,471
Lisnau-Vale,CV,97
Lunca Ozunului,CV,205
Magherus,CV,109
Santionlunca,CV,808
Poian,CV,1371
Belani,CV,474
Carpinenii,CV,4
Estelnic,CV,814
Valea Scurta,CV,271
Reci,CV,1417
Aninoasa,CV,414
Bita,CV,318
Saciova,CV,136
Sanzieni,CV,2862
Casinu Mic,CV,319
Petriceni,CV,952
Valea Seaca,CV,687
Turia,CV,3675
Alungeni,CV,387
Valea Crisului,CV,1538
Arcus,CV,1248
Calnic,CV,521
Araci,CV,1373
Ariusd,CV,498
Hetea,CV,168
Valcele,CV,988
Varghis,CV,1983
Zagon,CV,4092
Papauti,CV,1321
Zabala,CV,3555
Peteni,CV,160
Surcea,CV,624
Tamasfalau,CV,586
Targoviste,DB,97244
Priseaca,DB,873
Aninoasa,DB,2281
Sateni,DB,1427
Viforata,DB,2109
Doicesti,DB,4865
Razvad,DB,4310
Gorgota,DB,1357
Valea Voivozilor,DB,2394
Sotanga,DB,4703
Teis,DB,2396
Ulmi,DB,1116
Colanu,DB,232
Dimoiu,DB,117
Dumbrava,DB,426
Matraca,DB,414
Nisipurile,DB,108
Udresti,DB,213
Viisoara,DB,1196
Fieni,DB,6696
Berevoesti,DB,673
Costesti,DB,891
Motaieni,DB,1656
Cucuteni,DB,679
Gaesti,DB,18566
Gura Foii,DB,1256
Bumbuia,DB,481
Catanele,DB,380
Fagetu,DB,422
Petresti,DB,1176
Coada Izvorului,DB,337
Gherghesti,DB,566
Greci,DB,1189
Ionesti,DB,1978
Potlogeni-Deal,DB,194
Puntea de Greci,DB,895
Moreni,DB,22886
Iedera de Jos,DB,1529
Colibasi,DB,644
Cricovu Dulce,DB,418
Iedera de Sus,DB,1272
Pucioasa,DB,13152
Bela,DB,669
Diaconesti,DB,534
Glodeni,DB,1187
Malurile,DB,159
Miculesti,DB,485
Pucioasa-Sat,DB,415
Branesti,DB,3381
Gura Vulcanei,DB,1320
Laculete-Gara,DB,178
Priboiu,DB,908
Toculesti,DB,969
Vulcana-Pandele,DB,2480
Titu,DB,7528
Fusea,DB,626
Hagioaica,DB,559
Mereni,DB,242
Plopu,DB,662
Salcuta,DB,1476
Branistea,DB,3291
Dambovicioara,DB,1286
Savesti,DB,221
Baleni-Romani,DB,3518
Baleni-Sarbi,DB,4346
Gura Barbuletului,DB,596
Alunis,DB,154
Barbuletu,DB,1501
Cetatuia,DB,510
Dupa Deal,DB,204
Pietrari,DB,1184
Rau Alb de Jos,DB,1263
Rau Alb de Sus,DB,742
Sipot,DB,367
Valea,DB,781
Bezdead,DB,3930
Brosteni,DB,445
Costisata,DB,320
Magura,DB,606
Tunari,DB,204
Valea Morii,DB,38
Bilciuresti,DB,787
Suseni Socetu,DB,1061
Buciumeni,DB,1853
Dealu Mare,DB,1570
Valea Leurzii,DB,1647
Bucsani,DB,3758
Habeni,DB,1477
Racovita,DB,1256
Ratoaia,DB,514
Candesti-Vale,DB,1178
Aninosani,DB,125
Candesti Deal,DB,351
Dragodanesti,DB,1479
Valea Mare,DB,181
Gherghitesti,DB,459
Blidari,DB,272
Calugareni,DB,184
Capsuna,DB,206
Cobiuta,DB,269
Craciunesti,DB,356
Frasin Deal,DB,570
Frasin Vale,DB,117
Mislea,DB,841
Manastirea,DB,515
Cojasca,DB,2029
Fantanele,DB,2043
Iazu,DB,2201
Comisani,DB,3473
Lazuri,DB,1931
Contesti,DB,1384
Balteni,DB,1129
Boteni,DB,949
Calugareni,DB,190
Crangasi,DB,341
Gamanesti,DB,262
Helesteu,DB,180
Mereni,DB,209
Corbii Mari,DB,1672
Baraceni,DB,422
Grozavesti,DB,1891
Moara din Groapa,DB,206
Petresti,DB,787
Podu Corbencii,DB,177
Satu Nou,DB,523
Ungureni,DB,1994
Vadu Stanchii,DB,544
Cornatelu,DB,434
Alunisu,DB,252
Bolovani,DB,940
Corni,DB,217
Slobozia,DB,129
Cornesti,DB,2097
Bujoreanca,DB,614
Catunu,DB,787
Cristeasca,DB,316
Crivatu,DB,417
Frasinu,DB,741
Hodarasti,DB,384
Ibrianu,DB,1029
Postarnacu,DB,1035
Ungureni,DB,855
Costestii din Vale,DB,2114
Maruntisu,DB,832
Tomsani,DB,647
Badulesti,DB,623
Crangurile de Jos,DB,405
Crangurile de Sus,DB,483
Patroaia Deal,DB,296
Patroaia Vale,DB,852
Potlogeni Vale,DB,194
Ratesti,DB,180
Voia,DB,469
Darmanesti,DB,3834
Marginenii de Sus,DB,1232
Vladeni,DB,2963
Dobra,DB,2083
Marcesti,DB,1968
Dragodana,DB,1336
Boboci,DB,970
Burduca,DB,934
Cuparu,DB,588
Padureni,DB,140
Picior de Munte,DB,2979
Straosti,DB,361
Dragomiresti,DB,1798
Decindeni,DB,2342
Geangoesti,DB,337
Mogosesti,DB,529
Rancaciov,DB,1840
Ungureni,DB,1218
Finta Mare,DB,1487
Bechinesti,DB,760
Finta Veche,DB,268
Gheboaia,DB,2336
Glodeni,DB,1445
Gusoiu,DB,944
Laculete,DB,1010
Livezile,DB,399
Malu Mierii,DB,291
Schela,DB,590
Gura Ocnitei,DB,3073
Adanca,DB,2101
Ochiuri,DB,541
Sacueni,DB,1899
Gura Sutii,DB,3605
Sperieteni,DB,1982
Hulubesti,DB,891
Butoiu de Jos,DB,879
Butoiu de Sus,DB,868
Magura,DB,749
Valea Dadei,DB,78
Ghirdoveni,DB,3872
I. L. Caragiale,DB,2354
Mija,DB,2719
Lucieni,DB,2462
Olteni,DB,509
Raciu,DB,1581
Silistea,DB,879
Suta Seaca,DB,896
Ludesti,DB,871
Milosari,DB,272
Potocelu,DB,886
Scheiu de Jos,DB,1222
Scheiu de Sus,DB,1060
Telesti,DB,626
Lunguletu,DB,4405
Oreasca,DB,19
Serdanu,DB,1466
Malu cu Flori,DB,1038
Capu Coastei,DB,760
Copaceni,DB,331
Miclosanii Mari,DB,171
Miclosanii Mici,DB,727
Manesti,DB,1374
Dragaesti Pamanteni,DB,1843
Dragaesti Ungureni,DB,1126
Tetcoiu,DB,1012
Cretulesti,DB,426
Matasaru,DB,1057
Odaia Turcului,DB,1270
Poroinica,DB,940
Putu cu Salcie,DB,766
Salcioara,DB,284
Mogosani,DB,1803
Chirca,DB,171
Cojocaru,DB,834
Merii,DB,810
Zavoiu,DB,1076
Moroeni,DB,1718
Dobresti,DB,192
Glod,DB,1276
Lunca,DB,1320
Muscel,DB,121
Pucheni,DB,531
Morteni,DB,2664
Neajlovu,DB,544
Nucet,DB,2331
Cazaci,DB,1551
Ilfoveni,DB,523
Ocnita,DB,4378
Odobesti,DB,1719
Brancoveanu,DB,800
Crovu,DB,1295
Miulesti,DB,548
Zidurile,DB,1016
Pietrosita,DB,2443
Dealu Frumos,DB,1041
Poiana,DB,3855
Poienita,DB,265
Potlogi,DB,3073
Pitaru,DB,1059
Podu Cristinii,DB,221
Romanesti,DB,3103
Vlasceni,DB,1066
Produlesti,DB,1468
Brosteni,DB,1252
Costestii din Deal,DB,1031
Pucheni,DB,1631
Bradatel,DB,65
Meisoare,DB,217
Valea Larga,DB,299
Varfureni,DB,116
Racari,DB,2255
Balanesti,DB,215
Colacu,DB,1094
Ghergani,DB,823
Ghimpati,DB,983
Mavrodin,DB,1109
Sabiesti,DB,534
Stanesti,DB,241
Runcu,DB,1001
Badeni,DB,1080
Brebu,DB,709
Ferestre,DB,560
Piatra,DB,533
Silistea,DB,831
Banesti,DB,316
Catunu,DB,180
Cuza Voda,DB,403
Ghinesti,DB,1106
Mircea Voda,DB,839
Moara Noua,DB,26
Movila,DB,228
Podu Rizii,DB,844
Salcioara,DB,205
Selaru,DB,1359
Fierbinti,DB,1755
Glogoveanu,DB,908
Tatarani,DB,1282
Caprioru,DB,1633
Gheboieni,DB,1597
Priboiu,DB,1083
Uliesti,DB,631
Croitori,DB,1022
Hanu lui Pala,DB,356
Jugureni,DB,697
Manastioara,DB,739
Olteni,DB,198
Ragu,DB,872
Stavropolia,DB,194
Valea Lunga-Cricov,DB,348
Bacesti,DB,212
Izvoru,DB,513
Mosia Mica,DB,169
Serbaneasa,DB,369
Stubeie Tisa,DB,527
Valea lui Dan,DB,437
Valea Lunga Gorgota,DB,763
Valea Lunga Ogrea,DB,1430
Valea Mare,DB,573
Valea Mare,DB,951
Feteni,DB,137
Garleni,DB,259
Livezile,DB,404
Saru,DB,169
Stratonesti,DB,42
Valea Caselor,DB,669
Vacaresti,DB,3025
Bratestii de Jos,DB,627
Bungetu,DB,1335
Persinari,DB,2938
Valeni-Dambovita,DB,2818
Mesteacan,DB,381
Visina,DB,3304
Brosteni,DB,619
Izvoru,DB,654
Rascaeti,DB,2232
Vultureanca,DB,207
Visinesti,DB,1164
Dospinesti,DB,122
Sultanu,DB,411
Urseiu,DB,915
Varfuri,DB,409
Carlanesti,DB,394
Cojoiu,DB,124
Merisoru,DB,207
Statesti,DB,367
Suvita,DB,471
Ulmetu,DB,335
Voinesti,DB,1721
Gemenea Bratulesti,DB,1245
Izvoarele,DB,716
Lunca,DB,166
Manga,DB,744
Manjina,DB,202
Oncesti,DB,910
Suduleni,DB,780
Vulcana-Bai,DB,1528
Nicolaesti,DB,107
Vulcana de Sus,DB,1433
Craiova,DJ,299122
Facai,DJ,1061
Mofleni,DJ,1745
Popoveni,DJ,1036
Simnicu de Jos,DJ,995
Bucovat,DJ,1395
Carligei,DJ,400
Italieni,DJ,0
Leamna de Jos,DJ,332
Leamna de Sus,DJ,371
Palilula,DJ,908
Sarbatoarea,DJ,780
Cernele,DJ,2788
Cernelele de Sus,DJ,864
Izvorul Rece,DJ,629
Rovine,DJ,655
Isalnita,DJ,4126
Podari,DJ,3833
Balta Verde,DJ,450
Braniste,DJ,668
Gura Vaii,DJ,409
Livezi,DJ,878
Simnicu de Sus,DJ,232
Albesti,DJ,670
Cornetu,DJ,581
Deleni,DJ,142
Dudovicesti,DJ,385
Dutulesti,DJ,259
Floresti,DJ,410
Izvor,DJ,452
Jieni,DJ,51
Lesile,DJ,372
Milesti,DJ,651
Romanesti,DJ,149
Bailesti,DJ,21696
Balasan,DJ,648
Calafat,DJ,15853
Basarabi,DJ,1330
Ciupercenii Vechi,DJ,2577
Golenti,DJ,685
Filiasi,DJ,13524
Almajel,DJ,117
Balta,DJ,1203
Braniste,DJ,112
Fratostita,DJ,2381
Racarii de Sus,DJ,1187
Uscaci,DJ,168
Segarcea,DJ,8581
Afumati,DJ,1484
Boureni,DJ,1372
Covei,DJ,699
Almaj,DJ,597
Beharca,DJ,371
Bogea,DJ,677
Cotofenii din Fata,DJ,1499
Mosneni,DJ,356
Sitoaia,DJ,726
Amarastii de Jos,DJ,3388
Ocolna,DJ,885
Prapor,DJ,1789
Amarastii de Sus,DJ,1159
Dobrotesti,DJ,1392
Nisipuri,DJ,733
Zvorsca,DJ,721
Apele Vii,DJ,2577
Argetoaia,DJ,1633
Baranu,DJ,121
Berbesu,DJ,133
Iordachesti,DJ,104
Leordoasa,DJ,463
Malumnic,DJ,161
Novac,DJ,177
Piria,DJ,448
Poiana Fantanii,DJ,208
Salcia,DJ,1427
Teascu din Deal,DJ,92
Ursoaia,DJ,49
Bechet,DJ,3943
Bistret,DJ,2609
Bistretu Nou,DJ,948
Brandusa,DJ,191
Plosca,DJ,971
Barca,DJ,4695
Botosesti-Paia,DJ,1147
Brabova,DJ,733
Caraiman,DJ,0
Mosna,DJ,296
Rachita de Jos,DJ,546
Urdinita,DJ,549
Voita,DJ,23
Bradesti,DJ,2152
Bradestii Batrani,DJ,573
Meteu,DJ,106
Piscani,DJ,102
Racarii de Jos,DJ,963
Tatomiresti,DJ,807
Bralostita,DJ,870
Ciocanele,DJ,324
Racovita,DJ,423
Schitu,DJ,498
Sfarcea,DJ,1130
Valea Fantanilor,DJ,627
Bratovoesti,DJ,1424
Badosi,DJ,1036
